gene_symbol	gene_code	associations	mean_prediction
STK31	HGNC:11407	0	 0.090
STK32A	HGNC:28317	0	 0.089
STK32B	HGNC:14217	0	 0.099
STK32C	HGNC:21332	0	 0.092
STK33	HGNC:14568	0	 0.094
STK35	HGNC:16254	0	 0.100
STK36	HGNC:17209	0	 0.104
STK38	HGNC:17847	0	 0.120
STK38L	HGNC:17848	0	 0.111
STK39	HGNC:17717	0	 0.123
STK4	HGNC:11408	0	 0.144
STK40	HGNC:21373	0	 0.105
STMN1	HGNC:6510	0	 0.143
STMN2	HGNC:10577	0	 0.114
STMN3	HGNC:15926	0	 0.105
STMN4	HGNC:16078	0	 0.098
STMND1	HGNC:44668	0	 0.083
STOM	HGNC:3383	0	 0.130
STOML1	HGNC:14560	0	 0.101
STOML2	HGNC:14559	0	 0.106
STOML3	HGNC:19420	0	 0.099
STON1	HGNC:17003	0	 0.106
STON2	HGNC:30652	0	 0.097
STOX1	HGNC:23508	0	 0.092
STOX2	HGNC:25450	0	 0.092
STPG1	HGNC:28070	0	 0.086
STPG2	HGNC:28712	0	 0.084
STRA13	HGNC:11422	0	 0.099
STRA6	HGNC:30650	0	 0.101
STRA8	HGNC:30653	0	 0.088
STRADA	HGNC:30172	0	 0.112
STRADB	HGNC:13205	0	 0.109
STRAP	HGNC:30796	0	 0.109
STRBP	HGNC:16462	0	 0.103
STRC	HGNC:16035	0	 0.087
STRIP1	HGNC:25916	0	 0.091
STRIP2	HGNC:22209	0	 0.093
STRN	HGNC:11424	0	 0.105
STRN3	HGNC:15720	0	 0.110
STRN4	HGNC:15721	0	 0.107
STS	HGNC:11425	0	 0.111
STT3A	HGNC:6172	0	 0.108
STT3B	HGNC:30611	0	 0.105
STUB1	HGNC:11427	0	 0.142
STX10	HGNC:11428	0	 0.106
STX11	HGNC:11429	0	 0.135
STX12	HGNC:11430	0	 0.126
STX16	HGNC:11431	0	 0.124
STX17	HGNC:11432	0	 0.101
STX18	HGNC:15942	0	 0.100
STX19	HGNC:19300	0	 0.095
STX1A	HGNC:11433	0	 0.129
STX1B	HGNC:18539	0	 0.103
STX2	HGNC:3403	0	 0.113
STX3	HGNC:11438	0	 0.121
STX4	HGNC:11439	0	 0.121
STX5	HGNC:11440	0	 0.114
STX6	HGNC:11441	0	 0.117
STX7	HGNC:11442	0	 0.119
STX8	HGNC:11443	0	 0.111
STXBP1	HGNC:11444	0	 0.119
STXBP2	HGNC:11445	0	 0.104
STXBP3	HGNC:11446	0	 0.110
STXBP4	HGNC:19694	0	 0.091
STXBP5	HGNC:19665	0	 0.093
STXBP5L	HGNC:30757	0	 0.089
STXBP6	HGNC:19666	0	 0.103
STYK1	HGNC:18889	0	 0.095
STYX	HGNC:11447	0	 0.095
STYXL1	HGNC:18165	0	 0.099
SUB1	HGNC:19985	0	 0.124
SUCLA2	HGNC:11448	0	 0.103
SUCLG1	HGNC:11449	0	 0.108
SUCLG2	HGNC:11450	0	 0.124
SUCNR1	HGNC:4542	0	 0.093
SUCO	HGNC:1240	0	 0.113
SUDS3	HGNC:29545	0	 0.104
SUFU	HGNC:16466	0	 0.122
SUGCT	HGNC:16001	1	 0.172
SUGP1	HGNC:18643	0	 0.094
SUGP2	HGNC:18641	0	 0.104
SUGT1	HGNC:16987	0	 0.110
SULF1	HGNC:20391	0	 0.117
SULF2	HGNC:20392	0	 0.104
SULT1A1	HGNC:11453	0	 0.104
SULT1A2	HGNC:11454	0	 0.095
SULT1A3	HGNC:11455	0	 0.086
SULT1A4	HGNC:30004	0	 0.086
SULT1B1	HGNC:17845	0	 0.097
SULT1C2	HGNC:11456	0	 0.104
SULT1C3	HGNC:33543	0	 0.082
SULT1C4	HGNC:11457	0	 0.084
SULT1E1	HGNC:11377	0	 0.099
SULT2A1	HGNC:11458	0	 0.098
SULT2B1	HGNC:11459	0	 0.102
SULT4A1	HGNC:14903	0	 0.103
SULT6B1	HGNC:33433	0	 0.083
SUMF1	HGNC:20376	0	 0.101
SUMF2	HGNC:20415	0	 0.094
SUMO1	HGNC:12502	0	 0.183
SUMO2	HGNC:11125	0	 0.145
SUMO3	HGNC:11124	0	 0.106
SUMO4	HGNC:21181	0	 0.105
SUN1	HGNC:18587	0	 0.097
SUN2	HGNC:14210	0	 0.122
SUN3	HGNC:22429	0	 0.085
SUN5	HGNC:16252	0	 0.088
SUOX	HGNC:11460	0	 0.102
SUPT16H	HGNC:11465	0	 0.120
SUPT20H	HGNC:20596	0	 0.103
SUPT20HL1	HGNC:30773	0	 0.082
SUPT20HL2	HGNC:31797	0	 0.084
SUPT3H	HGNC:11466	0	 0.104
SUPT4H1	HGNC:11467	0	 0.118
SUPT5H	HGNC:11469	0	 0.120
SUPT6H	HGNC:11470	0	 0.105
SUPT7L	HGNC:30632	0	 0.094
SUPV3L1	HGNC:11471	0	 0.102
SURF1	HGNC:11474	0	 0.106
SURF2	HGNC:11475	0	 0.094
SURF4	HGNC:11476	0	 0.097
SURF6	HGNC:11478	0	 0.095
SUSD1	HGNC:25413	0	 0.096
SUSD2	HGNC:30667	0	 0.273
SUSD3	HGNC:28391	0	 0.096
SUSD4	HGNC:25470	0	 0.101
SUSD5	HGNC:29061	0	 0.092
SUV39H1	HGNC:11479	0	 0.107
SUV39H2	HGNC:17287	0	 0.101
SUV420H1	HGNC:24283	0	 0.102
SUV420H2	HGNC:28405	0	 0.100
SUZ12	HGNC:17101	0	 0.108
SV2A	HGNC:20566	0	 0.117
SV2B	HGNC:16874	0	 0.151
SV2C	HGNC:30670	0	 0.093
SVEP1	HGNC:15985	0	 0.101
SVIL	HGNC:11480	0	 0.136
SVIP	HGNC:25238	0	 0.089
SVOP	HGNC:25417	0	 0.087
SVOPL	HGNC:27034	0	 0.084
SWAP70	HGNC:17070	0	 0.119
SWI5	HGNC:31412	0	 0.087
SWSAP1	HGNC:26638	0	 0.095
SWT1	HGNC:16785	0	 0.091
SYAP1	HGNC:16273	0	 0.093
SYBU	HGNC:26011	0	 0.104
SYCE1	HGNC:28852	0	 0.087
SYCE1L	HGNC:37236	0	 0.084
SYCE2	HGNC:27411	0	 0.090
SYCE3	HGNC:35245	0	 0.086
SYCN	HGNC:18442	0	 0.089
SYCP1	HGNC:11487	0	 0.102
SYCP2	HGNC:11490	0	 0.097
SYCP2L	HGNC:21537	0	 0.089
SYCP3	HGNC:18130	0	 0.097
SYDE1	HGNC:25824	0	 0.098
SYDE2	HGNC:25841	0	 0.092
SYF2	HGNC:19824	0	 0.101
SYK	HGNC:11491	0	 0.194
SYMPK	HGNC:22935	0	 0.102
SYN1	HGNC:11494	0	 0.111
SYN2	HGNC:11495	0	 0.102
SYN3	HGNC:11496	0	 0.104
SYNC	HGNC:28897	0	 0.099
SYNCRIP	HGNC:16918	0	 0.123
SYNDIG1	HGNC:15885	0	 0.093
SYNDIG1L	HGNC:32388	0	 0.087
SYNE1	HGNC:17089	0	 0.123
SYNE2	HGNC:17084	0	 0.123
SYNE3	HGNC:19861	0	 0.094
SYNE4	HGNC:26703	0	 0.092
SYNGAP1	HGNC:11497	0	 0.092
SYNGR1	HGNC:11498	0	 0.113
SYNGR2	HGNC:11499	0	 0.112
SYNGR3	HGNC:11501	0	 0.105
SYNGR4	HGNC:11502	0	 0.097
SYNJ1	HGNC:11503	0	 0.130
SYNJ2	HGNC:11504	0	 0.116
SYNJ2BP	HGNC:18955	0	 0.100
SYNM	HGNC:24466	0	 0.106
SYNPO	HGNC:30672	0	 0.115
SYNPO2	HGNC:17732	0	 0.102
SYNPO2L	HGNC:23532	0	 0.095
SYNPR	HGNC:16507	0	 0.093
SYNRG	HGNC:557	0	 0.106
SYP	HGNC:11506	0	 0.099
SYPL1	HGNC:11507	0	 0.126
SYPL2	HGNC:27638	0	 0.092
SYS1	HGNC:16162	0	 0.089
SYT1	HGNC:11509	0	 0.136
SYT10	HGNC:19266	0	 0.092
SYT11	HGNC:19239	0	 0.116
SYT12	HGNC:18381	0	 0.102
SYT13	HGNC:14962	0	 0.100
SYT14	HGNC:23143	0	 0.087
SYT14L	HGNC:33429	0	 0.084
SYT15	HGNC:17167	0	 0.085
SYT16	HGNC:23142	0	 0.086
SYT17	HGNC:24119	0	 0.106
SYT2	HGNC:11510	0	 0.096
SYT3	HGNC:11511	0	 0.095
SYT4	HGNC:11512	0	 0.107
SYT5	HGNC:11513	0	 0.099
SYT6	HGNC:18638	0	 0.099
SYT7	HGNC:11514	0	 0.100
SYT8	HGNC:19264	0	 0.092
SYT9	HGNC:19265	0	 0.096
SYTL1	HGNC:15584	0	 0.109
SYTL2	HGNC:15585	0	 0.127
SYTL3	HGNC:15587	0	 0.095
SYTL4	HGNC:15588	0	 0.106
SYTL5	HGNC:15589	0	 0.089
SYVN1	HGNC:20738	0	 0.110
SZRD1	HGNC:30232	0	 0.104
SZT2	HGNC:29040	0	 0.098
T	HGNC:11515	0	 0.106
TAAR1	HGNC:17734	0	 0.094
TAAR2	HGNC:4514	0	 0.094
TAAR3	HGNC:4513	0	 0.085
TAAR5	HGNC:30236	0	 0.097
TAAR6	HGNC:20978	0	 0.091
TAAR8	HGNC:14964	0	 0.091
TAAR9	HGNC:20977	0	 0.089
TAB1	HGNC:18157	1	 0.500
TAB2	HGNC:17075	1	 0.378
TAB3	HGNC:30681	0	 0.124
TAC1	HGNC:11517	0	 0.115
TAC3	HGNC:11521	0	 0.107
TAC4	HGNC:16641	0	 0.087
TACC1	HGNC:11522	0	 0.123
TACC2	HGNC:11523	0	 0.116
TACC3	HGNC:11524	0	 0.365
TACO1	HGNC:24316	0	 0.088
TACR1	HGNC:11526	0	 0.118
TACR2	HGNC:11527	0	 0.109
TACR3	HGNC:11528	0	 0.116
TACSTD2	HGNC:11530	0	 0.131
TADA1	HGNC:30631	0	 0.093
TADA2A	HGNC:11531	0	 0.099
TADA2B	HGNC:30781	0	 0.089
TADA3	HGNC:19422	0	 0.109
TAF1	HGNC:11535	0	 0.106
TAF10	HGNC:11543	0	 0.105
TAF11	HGNC:11544	0	 0.108
TAF12	HGNC:11545	0	 0.101
TAF13	HGNC:11546	0	 0.098
TAF15	HGNC:11547	0	 0.111
TAF1A	HGNC:11532	0	 0.098
TAF1B	HGNC:11533	0	 0.098
TAF1C	HGNC:11534	0	 0.100
TAF1D	HGNC:28759	0	 0.108
TAF1L	HGNC:18056	0	 0.089
TAF2	HGNC:11536	0	 0.103
TAF3	HGNC:17303	0	 0.095
TAF4	HGNC:11537	0	 0.105
TAF4B	HGNC:11538	0	 0.101
TAF5	HGNC:11539	0	 0.114
TAF5L	HGNC:17304	0	 0.101
TAF6	HGNC:11540	0	 0.101
TAF6L	HGNC:17305	0	 0.099
TAF7	HGNC:11541	0	 0.106
TAF7L	HGNC:11548	0	 0.089
TAF8	HGNC:17300	0	 0.104
TAF9	HGNC:11542	0	 0.116
TAF9B	HGNC:17306	0	 0.101
TAGAP	HGNC:15669	3	 1.488
TAGLN	HGNC:11553	0	 0.122
TAGLN2	HGNC:11554	0	 0.126
TAGLN3	HGNC:29868	0	 0.108
TAL1	HGNC:11556	0	 0.131
TAL2	HGNC:11557	0	 0.097
TALDO1	HGNC:11559	0	 0.111
TAMM41	HGNC:25187	0	 0.093
TANC1	HGNC:29364	0	 0.105
TANC2	HGNC:30212	0	 0.096
TANGO2	HGNC:25439	0	 0.090
TANGO6	HGNC:25749	0	 0.087
TANK	HGNC:11562	0	 0.158
TAOK1	HGNC:29259	0	 0.110
TAOK2	HGNC:16835	0	 0.108
TAOK3	HGNC:18133	0	 0.126
TAP1	HGNC:43	0	 0.193
TAP2	HGNC:44	0	 0.144
TAPBP	HGNC:11566	0	 0.145
TAPBPL	HGNC:30683	0	 0.099
TAPT1	HGNC:26887	0	 0.105
TARBP1	HGNC:11568	0	 0.109
TARBP2	HGNC:11569	0	 0.116
TARDBP	HGNC:11571	0	 0.119
TARM1	HGNC:37250	0	 0.082
TARS	HGNC:11572	0	 0.103
TARS2	HGNC:30740	0	 0.099
TARSL2	HGNC:24728	0	 0.092
TAS1R1	HGNC:14448	0	 0.096
TAS1R2	HGNC:14905	0	 0.091
TAS1R3	HGNC:15661	0	 0.091
TAS2R1	HGNC:14909	0	 0.096
TAS2R10	HGNC:14918	0	 0.087
TAS2R13	HGNC:14919	0	 0.089
TAS2R14	HGNC:14920	0	 0.090
TAS2R16	HGNC:14921	0	 0.094
TAS2R19	HGNC:19108	0	 0.082
TAS2R20	HGNC:19109	0	 0.082
TAS2R3	HGNC:14910	0	 0.091
TAS2R30	HGNC:19112	0	 0.082
TAS2R31	HGNC:19113	0	 0.083
TAS2R38	HGNC:9584	0	 0.087
TAS2R39	HGNC:18886	0	 0.084
TAS2R4	HGNC:14911	0	 0.093
TAS2R40	HGNC:18885	0	 0.087
TAS2R41	HGNC:18883	0	 0.085
TAS2R42	HGNC:18888	0	 0.082
TAS2R43	HGNC:18875	0	 0.085
TAS2R45	HGNC:18876	0	 0.084
TAS2R46	HGNC:18877	0	 0.083
TAS2R5	HGNC:14912	0	 0.087
TAS2R50	HGNC:18882	0	 0.084
TAS2R60	HGNC:20639	0	 0.084
TAS2R7	HGNC:14913	0	 0.087
TAS2R8	HGNC:14915	0	 0.086
TAS2R9	HGNC:14917	0	 0.089
TASP1	HGNC:15859	0	 0.096
TAT	HGNC:11573	0	 0.099
TATDN1	HGNC:24220	0	 0.093
TATDN2	HGNC:28988	0	 0.096
TATDN3	HGNC:27010	0	 0.087
TAX1BP1	HGNC:11575	0	 0.126
TAX1BP3	HGNC:30684	0	 0.121
TAZ	HGNC:11577	0	 0.116
TBATA	HGNC:23511	0	 0.088
TBC1D1	HGNC:11578	1	 0.336
TBC1D10A	HGNC:23609	0	 0.099
TBC1D10B	HGNC:24510	0	 0.097
TBC1D10C	HGNC:24702	0	 0.096
TBC1D12	HGNC:29082	0	 0.091
TBC1D13	HGNC:25571	0	 0.100
TBC1D14	HGNC:29246	0	 0.101
TBC1D15	HGNC:25694	0	 0.107
TBC1D16	HGNC:28356	0	 0.095
TBC1D17	HGNC:25699	0	 0.102
TBC1D19	HGNC:25624	0	 0.097
TBC1D2	HGNC:18026	0	 0.101
TBC1D20	HGNC:16133	0	 0.089
TBC1D21	HGNC:28536	0	 0.088
TBC1D22A	HGNC:1309	0	 0.094
TBC1D22B	HGNC:21602	0	 0.096
TBC1D23	HGNC:25622	0	 0.090
TBC1D24	HGNC:29203	0	 0.092
TBC1D25	HGNC:8092	0	 0.089
TBC1D26	HGNC:28745	0	 0.082
TBC1D28	HGNC:26858	0	 0.083
TBC1D29	HGNC:24509	0	 0.088
TBC1D2B	HGNC:29183	0	 0.104
TBC1D3	HGNC:19031	0	 0.084
TBC1D30	HGNC:29164	0	 0.094
TBC1D31	HGNC:30888	0	 0.096
TBC1D32	HGNC:21485	0	 0.088
TBC1D3B	HGNC:27011	0	 0.085
TBC1D3C	HGNC:24889	0	 0.085
TBC1D3F	HGNC:18257	0	 0.085
TBC1D3G	HGNC:29860	0	 0.084
TBC1D3H	HGNC:30708	0	 0.083
TBC1D4	HGNC:19165	0	 0.130
TBC1D5	HGNC:19166	0	 0.103
TBC1D7	HGNC:21066	0	 0.093
TBC1D8	HGNC:17791	0	 0.120
TBC1D8B	HGNC:24715	0	 0.104
TBC1D9	HGNC:21710	0	 0.115
TBC1D9B	HGNC:29097	0	 0.097
TBCA	HGNC:11579	0	 0.102
TBCB	HGNC:1989	0	 0.104
TBCC	HGNC:11580	0	 0.103
TBCCD1	HGNC:25546	0	 0.091
TBCD	HGNC:11581	0	 0.100
TBCE	HGNC:11582	0	 0.101
TBCEL	HGNC:28115	0	 0.093
TBCK	HGNC:28261	0	 0.090
TBK1	HGNC:11584	0	 0.162
TBKBP1	HGNC:30140	0	 0.103
TBL1X	HGNC:11585	0	 0.132
TBL1XR1	HGNC:29529	0	 0.126
TBL1Y	HGNC:18502	0	 0.090
TBL2	HGNC:11586	0	 0.097
TBL3	HGNC:11587	0	 0.100
TBP	HGNC:11588	0	 0.119
TBPL1	HGNC:11589	0	 0.112
TBPL2	HGNC:19841	0	 0.085
TBR1	HGNC:11590	0	 0.112
TBRG1	HGNC:29551	0	 0.107
TBRG4	HGNC:17443	0	 0.101
TBX1	HGNC:11592	0	 0.116
TBX10	HGNC:11593	0	 0.092
TBX15	HGNC:11594	0	 0.090
TBX18	HGNC:11595	0	 0.088
TBX19	HGNC:11596	0	 0.105
TBX2	HGNC:11597	0	 0.119
TBX20	HGNC:11598	0	 0.093
TBX21	HGNC:11599	0	 0.114
TBX22	HGNC:11600	0	 0.095
TBX3	HGNC:11602	0	 0.129
TBX4	HGNC:11603	0	 0.103
TBX5	HGNC:11604	1	 0.242
TBX6	HGNC:11605	0	 0.105
TBXA2R	HGNC:11608	0	 0.128
TBXAS1	HGNC:11609	0	 0.116
TC2N	HGNC:19859	0	 0.094
TCAIM	HGNC:25241	0	 0.090
TCAP	HGNC:11610	0	 0.105
TCEA1	HGNC:11612	0	 0.109
TCEA2	HGNC:11614	0	 0.110
TCEA3	HGNC:11615	0	 0.097
TCEAL1	HGNC:11616	0	 0.117
TCEAL2	HGNC:29818	0	 0.097
TCEAL3	HGNC:28247	0	 0.098
TCEAL4	HGNC:26121	0	 0.101
TCEAL5	HGNC:22282	0	 0.087
TCEAL6	HGNC:24553	0	 0.083
TCEAL7	HGNC:28336	0	 0.091
TCEAL8	HGNC:28683	0	 0.096
TCEANC	HGNC:28277	0	 0.089
TCEANC2	HGNC:26494	0	 0.093
TCEB1	HGNC:11617	0	 0.133
TCEB2	HGNC:11619	0	 0.116
TCEB3	HGNC:11620	0	 0.112
TCEB3B	HGNC:30771	0	 0.097
TCEB3C	HGNC:24617	0	 0.084
TCEB3CL	HGNC:31007	0	 0.082
TCEB3CL2	HGNC:33511	0	 0.082
TCERG1	HGNC:15630	0	 0.113
TCERG1L	HGNC:23533	0	 0.093
TCF12	HGNC:11623	0	 0.152
TCF15	HGNC:11627	0	 0.106
TCF19	HGNC:11629	0	 0.103
TCF20	HGNC:11631	0	 0.105
TCF21	HGNC:11632	1	 0.183
TCF23	HGNC:18602	0	 0.085
TCF24	HGNC:32275	0	 0.083
TCF25	HGNC:29181	0	 0.114
TCF3	HGNC:11633	0	 0.140
TCF4	HGNC:11634	1	 1.457
TCF7	HGNC:11639	0	 0.163
TCF7L1	HGNC:11640	0	 0.118
TCF7L2	HGNC:11641	2	 0.441
TCFL5	HGNC:11646	0	 0.108
TCHH	HGNC:11791	0	 0.093
TCHHL1	HGNC:31796	0	 0.083
TCHP	HGNC:28135	0	 0.092
TCIRG1	HGNC:11647	0	 0.134
TCL1A	HGNC:11648	0	 0.121
TCL1B	HGNC:11649	0	 0.091
TCN1	HGNC:11652	0	 0.102
TCN2	HGNC:11653	0	 0.111
TCOF1	HGNC:11654	0	 0.108
TCP1	HGNC:11655	0	 0.100
TCP10	HGNC:11656	0	 0.096
TCP10L	HGNC:11657	0	 0.090
TCP10L2	HGNC:21254	0	 0.082
TCP11	HGNC:11658	0	 0.096
TCP11L1	HGNC:25655	0	 0.092
TCP11L2	HGNC:28627	0	 0.095
TCP11X1	HGNC:48369	0	 0.082
TCP11X2	HGNC:48335	0	 0.082
TCTA	HGNC:11692	0	 0.111
TCTE1	HGNC:11693	0	 0.090
TCTE3	HGNC:11695	0	 0.092
TCTEX1D1	HGNC:26882	0	 0.094
TCTEX1D2	HGNC:28482	0	 0.092
TCTEX1D4	HGNC:32315	0	 0.092
TCTN1	HGNC:26113	0	 0.093
TCTN2	HGNC:25774	0	 0.092
TCTN3	HGNC:24519	0	 0.091
TDG	HGNC:11700	0	 0.120
TDGF1	HGNC:11701	0	 0.116
TDO2	HGNC:11708	0	 0.104
TDP1	HGNC:18884	0	 0.096
TDP2	HGNC:17768	0	 0.106
TDRD1	HGNC:11712	0	 0.092
TDRD10	HGNC:25316	0	 0.085
TDRD12	HGNC:25044	0	 0.087
TDRD15	HGNC:45037	0	 0.082
TDRD3	HGNC:20612	0	 0.097
TDRD5	HGNC:20614	0	 0.090
TDRD6	HGNC:21339	0	 0.087
TDRD7	HGNC:30831	0	 0.111
TDRD9	HGNC:20122	0	 0.091
TDRKH	HGNC:11713	0	 0.098
TDRP	HGNC:26951	0	 0.097
TEAD1	HGNC:11714	0	 0.116
TEAD2	HGNC:11715	0	 0.101
TEAD3	HGNC:11716	0	 0.107
TEAD4	HGNC:11717	0	 0.113
TEC	HGNC:11719	0	 0.114
TECPR1	HGNC:22214	0	 0.099
TECPR2	HGNC:19957	0	 0.095
TECR	HGNC:4551	0	 0.105
TECRL	HGNC:27365	0	 0.085
TECTA	HGNC:11720	0	 0.095
TECTB	HGNC:11721	0	 0.088
TEDDM1	HGNC:30233	0	 0.082
TEF	HGNC:11722	0	 0.109
TEFM	HGNC:26223	0	 0.094
TEK	HGNC:11724	0	 0.136
TEKT1	HGNC:15534	0	 0.085
TEKT2	HGNC:11725	0	 0.091
TEKT3	HGNC:14293	0	 0.089
TEKT4	HGNC:31012	0	 0.090
TEKT5	HGNC:26554	0	 0.085
TELO2	HGNC:29099	0	 0.091
TEN1	HGNC:37242	0	 0.089
TENC1	HGNC:19737	0	 0.106
TENM1	HGNC:8117	0	 0.116
TENM2	HGNC:29943	0	 0.095
TENM3	HGNC:29944	0	 0.093
TENM4	HGNC:29945	1	 0.198
TEP1	HGNC:11726	0	 0.110
TEPP	HGNC:33745	0	 0.086
TERF1	HGNC:11728	0	 0.124
TERF2	HGNC:11729	0	 0.126
TERF2IP	HGNC:19246	0	 0.121
TERT	HGNC:11730	3	 1.127
TES	HGNC:14620	0	 0.114
TESC	HGNC:26065	0	 0.112
TESK1	HGNC:11731	0	 0.109
TESK2	HGNC:11732	0	 0.105
TESPA1	HGNC:29109	0	 0.102
TET1	HGNC:29484	0	 0.099
TET2	HGNC:25941	2	 0.273
TET3	HGNC:28313	0	 0.100
TEX10	HGNC:25988	0	 0.097
TEX101	HGNC:30722	0	 0.088
TEX11	HGNC:11733	0	 0.090
TEX12	HGNC:11734	0	 0.091
TEX13A	HGNC:11735	0	 0.087
TEX13B	HGNC:11736	0	 0.087
TEX14	HGNC:11737	0	 0.096
TEX15	HGNC:11738	0	 0.095
TEX19	HGNC:33802	0	 0.090
TEX2	HGNC:30884	0	 0.106
TEX22	HGNC:40026	0	 0.084
TEX26	HGNC:28622	0	 0.087
TEX261	HGNC:30712	0	 0.102
TEX264	HGNC:30247	0	 0.098
TEX28	HGNC:2563	0	 0.090
TEX29	HGNC:20370	0	 0.083
TEX30	HGNC:25188	0	 0.097
TEX33	HGNC:28568	0	 0.086
TEX35	HGNC:25366	0	 0.092
TEX36	HGNC:31653	0	 0.084
TEX37	HGNC:26341	0	 0.087
TEX38	HGNC:29589	0	 0.085
TEX40	HGNC:19231	0	 0.089
TEX9	HGNC:29585	0	 0.090
TF	HGNC:11740	0	 0.124
TFAM	HGNC:11741	0	 0.109
TFAP2A	HGNC:11742	0	 0.127
TFAP2B	HGNC:11743	1	 0.231
TFAP2C	HGNC:11744	0	 0.119
TFAP2D	HGNC:15581	0	 0.095
TFAP2E	HGNC:30774	0	 0.092
TFAP4	HGNC:11745	0	 0.127
TFB1M	HGNC:17037	0	 0.094
TFB2M	HGNC:18559	0	 0.102
TFCP2	HGNC:11748	0	 0.108
TFCP2L1	HGNC:17925	0	 0.490
TFDP1	HGNC:11749	0	 0.141
TFDP2	HGNC:11751	0	 0.118
TFDP3	HGNC:24603	0	 0.090
TFE3	HGNC:11752	0	 0.109
TFEB	HGNC:11753	0	 0.110
TFEC	HGNC:11754	0	 0.127
TFF1	HGNC:11755	0	 0.106
TFF2	HGNC:11756	0	 0.097
TFF3	HGNC:11757	0	 0.114
TFG	HGNC:11758	0	 0.118
TFIP11	HGNC:17165	0	 0.094
TFPI	HGNC:11760	0	 0.137
TFPI2	HGNC:11761	0	 0.120
TFPT	HGNC:13630	0	 0.099
TFR2	HGNC:11762	0	 0.107
TFRC	HGNC:11763	0	 0.158
TG	HGNC:11764	1	 0.506
TGDS	HGNC:20324	0	 0.097
TGFA	HGNC:11765	0	 0.136
TGFB1	HGNC:11766	0	 0.249
TGFB1I1	HGNC:11767	0	 0.123
TGFB2	HGNC:11768	0	 0.195
TGFB3	HGNC:11769	0	 0.177
TGFBI	HGNC:11771	0	 0.146
TGFBR1	HGNC:11772	0	 0.242
TGFBR2	HGNC:11773	2	 0.499
TGFBR3	HGNC:11774	0	 0.154
TGFBR3L	HGNC:44152	0	 0.082
TGFBRAP1	HGNC:16836	0	 0.104
TGIF1	HGNC:11776	0	 0.171
TGIF2	HGNC:15764	0	 0.125
TGIF2LX	HGNC:18570	0	 0.085
TGIF2LY	HGNC:18569	0	 0.088
TGM1	HGNC:11777	0	 0.108
TGM2	HGNC:11778	0	 0.143
TGM3	HGNC:11779	0	 0.113
TGM4	HGNC:11780	0	 0.093
TGM5	HGNC:11781	0	 0.101
TGM6	HGNC:16255	0	 0.086
TGM7	HGNC:30790	0	 0.091
TGOLN2	HGNC:15450	0	 0.113
TGS1	HGNC:17843	0	 0.098
TH	HGNC:11782	0	 0.106
THADA	HGNC:19217	3	 1.031
THAP1	HGNC:20856	0	 0.094
THAP10	HGNC:23193	0	 0.091
THAP11	HGNC:23194	0	 0.103
THAP2	HGNC:20854	0	 0.094
THAP3	HGNC:20855	0	 0.094
THAP4	HGNC:23187	0	 0.097
THAP5	HGNC:23188	0	 0.087
THAP6	HGNC:23189	0	 0.086
THAP7	HGNC:23190	0	 0.097
THAP8	HGNC:23191	0	 0.088
THAP9	HGNC:23192	0	 0.087
THBD	HGNC:11784	0	 0.141
THBS1	HGNC:11785	0	 0.163
THBS2	HGNC:11786	0	 0.128
THBS3	HGNC:11787	0	 0.107
THBS4	HGNC:11788	0	 0.118
THEG	HGNC:13706	0	 0.095
THEGL	HGNC:43771	0	 0.083
THEM4	HGNC:17947	0	 0.098
THEM5	HGNC:26755	0	 0.087
THEM6	HGNC:29656	0	 0.092
THEMIS	HGNC:21569	0	 0.098
THEMIS2	HGNC:16839	0	 0.111
THG1L	HGNC:26053	0	 0.091
THNSL1	HGNC:26160	0	 0.091
THNSL2	HGNC:25602	0	 0.095
THOC1	HGNC:19070	0	 0.106
THOC2	HGNC:19073	0	 0.106
THOC3	HGNC:19072	0	 0.089
THOC5	HGNC:19074	0	 0.095
THOC6	HGNC:28369	0	 0.095
THOC7	HGNC:29874	0	 0.100
THOP1	HGNC:11793	0	 0.099
THPO	HGNC:11795	0	 0.116
THRA	HGNC:11796	0	 0.139
THRAP3	HGNC:22964	0	 0.113
THRB	HGNC:11799	0	 0.127
THRSP	HGNC:11800	0	 0.094
THSD1	HGNC:17754	0	 0.092
THSD4	HGNC:25835	0	 0.091
THSD7A	HGNC:22207	0	 0.096
THSD7B	HGNC:29348	0	 0.085
THTPA	HGNC:18987	0	 0.091
THUMPD1	HGNC:23807	0	 0.101
THUMPD2	HGNC:14890	0	 0.091
THUMPD3	HGNC:24493	0	 0.091
THY1	HGNC:11801	0	 0.144
THYN1	HGNC:29560	0	 0.101
TIA1	HGNC:11802	0	 0.118
TIAF1	HGNC:11803	0	 0.098
TIAL1	HGNC:11804	0	 0.123
TIAM1	HGNC:11805	0	 0.142
TIAM2	HGNC:11806	0	 0.105
TICAM1	HGNC:18348	0	 0.122
TICAM2	HGNC:21354	0	 0.102
TICRR	HGNC:28704	0	 0.090
TIE1	HGNC:11809	0	 0.118
TIFA	HGNC:19075	0	 0.107
TIFAB	HGNC:34024	0	 0.091
TIGD1	HGNC:14523	0	 0.090
TIGD2	HGNC:18333	0	 0.087
TIGD3	HGNC:18334	0	 0.088
TIGD4	HGNC:18335	0	 0.090
TIGD5	HGNC:18336	0	 0.089
TIGD6	HGNC:18332	0	 0.090
