gene_symbol	gene_code	associations	mean_prediction
FUBP1	HGNC:4004	0	 0.112
FUBP3	HGNC:4005	0	 0.100
FUCA1	HGNC:4006	0	 0.124
FUCA2	HGNC:4008	0	 0.097
FUK	HGNC:29500	0	 0.088
FUNDC1	HGNC:28746	0	 0.095
FUNDC2	HGNC:24925	0	 0.092
FUOM	HGNC:24733	0	 0.090
FURIN	HGNC:8568	0	 0.158
FUS	HGNC:4010	0	 0.119
FUT1	HGNC:4012	0	 0.114
FUT10	HGNC:19234	0	 0.100
FUT11	HGNC:19233	0	 0.096
FUT2	HGNC:4013	1	 0.318
FUT3	HGNC:4014	0	 0.097
FUT4	HGNC:4015	0	 0.136
FUT5	HGNC:4016	0	 0.102
FUT6	HGNC:4017	0	 0.104
FUT7	HGNC:4018	0	 0.127
FUT8	HGNC:4019	0	 0.126
FUT9	HGNC:4020	0	 0.108
FUZ	HGNC:26219	0	 0.097
FXN	HGNC:3951	0	 0.107
FXR1	HGNC:4023	0	 0.117
FXR2	HGNC:4024	0	 0.114
FXYD1	HGNC:4025	0	 0.120
FXYD2	HGNC:4026	0	 0.110
FXYD3	HGNC:4027	0	 0.111
FXYD4	HGNC:4028	0	 0.091
FXYD5	HGNC:4029	0	 0.109
FXYD6	HGNC:4030	0	 0.114
FXYD7	HGNC:4034	0	 0.099
FYB	HGNC:4036	0	 0.164
FYCO1	HGNC:14673	0	 0.103
FYN	HGNC:4037	0	 0.269
FYTTD1	HGNC:25407	0	 0.097
FZD1	HGNC:4038	0	 0.142
FZD10	HGNC:4039	0	 0.113
FZD2	HGNC:4040	0	 0.131
FZD3	HGNC:4041	0	 0.112
FZD4	HGNC:4042	0	 0.120
FZD5	HGNC:4043	0	 0.131
FZD6	HGNC:4044	0	 0.118
FZD7	HGNC:4045	0	 0.152
FZD8	HGNC:4046	0	 0.112
FZD9	HGNC:4047	0	 0.114
FZR1	HGNC:24824	0	 0.117
G0S2	HGNC:30229	0	 0.143
G2E3	HGNC:20338	0	 0.092
G3BP1	HGNC:30292	0	 0.118
G3BP2	HGNC:30291	0	 0.125
G6PC	HGNC:4056	0	 0.121
G6PC2	HGNC:28906	1	 0.289
G6PC3	HGNC:24861	0	 0.104
G6PD	HGNC:4057	0	 0.109
GAA	HGNC:4065	0	 0.115
GAB1	HGNC:4066	0	 0.126
GAB2	HGNC:14458	0	 0.146
GAB3	HGNC:17515	0	 0.093
GAB4	HGNC:18325	0	 0.090
GABARAP	HGNC:4067	0	 0.123
GABARAPL1	HGNC:4068	0	 0.128
GABARAPL2	HGNC:13291	0	 0.117
GABBR1	HGNC:4070	0	 0.151
GABBR2	HGNC:4507	0	 0.134
GABPA	HGNC:4071	0	 0.105
GABPB1	HGNC:4074	0	 0.101
GABPB2	HGNC:28441	0	 0.104
GABRA1	HGNC:4075	0	 0.121
GABRA2	HGNC:4076	0	 0.116
GABRA3	HGNC:4077	0	 0.112
GABRA4	HGNC:4078	0	 0.109
GABRA5	HGNC:4079	0	 0.104
GABRA6	HGNC:4080	0	 0.106
GABRB1	HGNC:4081	0	 0.119
GABRB2	HGNC:4082	0	 0.118
GABRB3	HGNC:4083	0	 0.120
GABRD	HGNC:4084	0	 0.106
GABRE	HGNC:4085	0	 0.111
GABRG1	HGNC:4086	0	 0.094
GABRG2	HGNC:4087	0	 0.115
GABRG3	HGNC:4088	0	 0.098
GABRP	HGNC:4089	0	 0.104
GABRQ	HGNC:14454	0	 0.100
GABRR1	HGNC:4090	0	 0.115
GABRR2	HGNC:4091	0	 0.117
GABRR3	HGNC:17969	0	 0.085
GAD1	HGNC:4092	0	 0.133
GAD2	HGNC:4093	0	 0.117
GADD45A	HGNC:4095	0	 0.193
GADD45B	HGNC:4096	0	 0.167
GADD45G	HGNC:4097	0	 0.145
GADD45GIP1	HGNC:29996	0	 0.095
GADL1	HGNC:27949	0	 0.088
GAGE1	HGNC:4098	0	 0.092
GAGE10	HGNC:30968	0	 0.082
GAGE12B	HGNC:26779	0	 0.082
GAGE12C	HGNC:28402	0	 0.082
GAGE12D	HGNC:31904	0	 0.082
GAGE12E	HGNC:31905	0	 0.082
GAGE12F	HGNC:31906	0	 0.082
GAGE12G	HGNC:31907	0	 0.082
GAGE12H	HGNC:31908	0	 0.082
GAGE12I	HGNC:4105	0	 0.087
GAGE12J	HGNC:17778	0	 0.082
GAGE13	HGNC:29081	0	 0.082
GAGE2A	HGNC:4099	0	 0.083
GAGE2B	HGNC:31957	0	 0.082
GAGE2C	HGNC:31958	0	 0.089
GAGE2D	HGNC:31959	0	 0.082
GAGE2E	HGNC:31960	0	 0.082
GAGE3	HGNC:4100	0	 0.093
GAGE4	HGNC:4101	0	 0.085
GAGE5	HGNC:4102	0	 0.084
GAGE6	HGNC:4103	0	 0.084
GAGE7	HGNC:4104	0	 0.086
GAK	HGNC:4113	1	 0.250
GAL	HGNC:4114	0	 0.108
GAL3ST1	HGNC:24240	0	 0.107
GAL3ST2	HGNC:24869	0	 0.086
GAL3ST3	HGNC:24144	0	 0.092
GAL3ST4	HGNC:24145	0	 0.100
GALC	HGNC:4115	0	 0.121
GALE	HGNC:4116	0	 0.110
GALK1	HGNC:4118	0	 0.113
GALK2	HGNC:4119	0	 0.105
GALM	HGNC:24063	0	 0.096
GALNS	HGNC:4122	0	 0.103
GALNT1	HGNC:4123	0	 0.121
GALNT10	HGNC:19873	0	 0.115
GALNT11	HGNC:19875	0	 0.106
GALNT12	HGNC:19877	0	 0.110
GALNT13	HGNC:23242	0	 0.098
GALNT14	HGNC:22946	0	 0.102
GALNT15	HGNC:21531	0	 0.099
GALNT16	HGNC:23233	0	 0.096
GALNT18	HGNC:30488	0	 0.096
GALNT2	HGNC:4124	1	 0.333
GALNT3	HGNC:4125	0	 0.125
GALNT4	HGNC:4126	0	 0.100
GALNT5	HGNC:4127	0	 0.097
GALNT6	HGNC:4128	0	 0.112
GALNT7	HGNC:4129	0	 0.118
GALNT8	HGNC:4130	0	 0.095
GALNT9	HGNC:4131	0	 0.093
GALNTL5	HGNC:21725	0	 0.089
GALNTL6	HGNC:33844	0	 0.091
GALP	HGNC:24840	0	 0.082
GALR1	HGNC:4132	0	 0.104
GALR2	HGNC:4133	0	 0.108
GALR3	HGNC:4134	0	 0.121
GALT	HGNC:4135	0	 0.110
GAMT	HGNC:4136	0	 0.108
GAN	HGNC:4137	0	 0.102
GANAB	HGNC:4138	0	 0.105
GANC	HGNC:4139	0	 0.094
GAP43	HGNC:4140	0	 0.118
GAPDH	HGNC:4141	0	 0.127
GAPDHS	HGNC:24864	0	 0.102
GAPT	HGNC:26588	0	 0.091
GAPVD1	HGNC:23375	0	 0.099
GAR1	HGNC:14264	0	 0.099
GAREM	HGNC:26136	0	 0.095
GAREML	HGNC:27172	0	 0.085
GARNL3	HGNC:25425	0	 0.092
GARS	HGNC:4162	0	 0.113
GART	HGNC:4163	0	 0.114
GAS1	HGNC:4165	0	 0.123
GAS2	HGNC:4167	0	 0.131
GAS2L1	HGNC:16955	0	 0.099
GAS2L2	HGNC:24846	0	 0.090
GAS2L3	HGNC:27475	0	 0.091
GAS6	HGNC:4168	0	 0.116
GAS7	HGNC:4169	0	 0.126
GAS8	HGNC:4166	0	 0.105
GAST	HGNC:4164	0	 0.103
GATA1	HGNC:4170	0	 0.142
GATA2	HGNC:4171	0	 0.140
GATA3	HGNC:4172	0	 0.157
GATA4	HGNC:4173	0	 0.133
GATA5	HGNC:15802	0	 0.096
GATA6	HGNC:4174	0	 0.132
GATAD1	HGNC:29941	0	 0.094
GATAD2A	HGNC:29989	0	 0.115
GATAD2B	HGNC:30778	0	 0.102
GATC	HGNC:25068	0	 0.091
GATM	HGNC:4175	0	 0.126
GATSL1	HGNC:37072	0	 0.084
GATSL2	HGNC:37073	0	 0.083
GATSL3	HGNC:34423	0	 0.086
GBA	HGNC:4177	0	 0.104
GBA2	HGNC:18986	0	 0.105
GBA3	HGNC:19069	0	 0.099
GBAS	HGNC:4179	0	 0.100
GBE1	HGNC:4180	0	 0.118
GBF1	HGNC:4181	0	 0.113
GBGT1	HGNC:20460	0	 0.091
GBP1	HGNC:4182	0	 0.168
GBP2	HGNC:4183	0	 0.165
GBP3	HGNC:4184	0	 0.094
GBP4	HGNC:20480	0	 0.130
GBP5	HGNC:19895	0	 0.112
GBP6	HGNC:25395	0	 0.109
GBP7	HGNC:29606	0	 0.111
GBX1	HGNC:4185	0	 0.086
GBX2	HGNC:4186	0	 0.107
GC	HGNC:4187	0	 0.103
GCA	HGNC:15990	0	 0.119
GCAT	HGNC:4188	0	 0.102
GCC1	HGNC:19095	0	 0.098
GCC2	HGNC:23218	0	 0.102
GCDH	HGNC:4189	0	 0.102
GCFC2	HGNC:1317	0	 0.094
GCG	HGNC:4191	0	 0.112
GCGR	HGNC:4192	0	 0.116
GCH1	HGNC:4193	0	 0.156
GCHFR	HGNC:4194	0	 0.103
GCK	HGNC:4195	2	 0.568
GCKR	HGNC:4196	2	 0.491
GCLC	HGNC:4311	0	 0.123
GCLM	HGNC:4312	0	 0.117
GCM1	HGNC:4197	0	 0.108
GCM2	HGNC:4198	0	 0.097
GCN1L1	HGNC:4199	0	 0.095
GCNT1	HGNC:4203	0	 0.117
GCNT2	HGNC:4204	0	 0.113
GCNT3	HGNC:4205	0	 0.108
GCNT4	HGNC:17973	0	 0.100
GCNT6	HGNC:21623	0	 0.084
GCNT7	HGNC:16099	0	 0.085
GCSAM	HGNC:20253	0	 0.094
GCSAML	HGNC:29583	0	 0.085
GCSH	HGNC:4208	0	 0.103
GDA	HGNC:4212	0	 0.113
GDAP1	HGNC:15968	0	 0.095
GDAP1L1	HGNC:4213	0	 0.094
GDAP2	HGNC:18010	0	 0.091
GDE1	HGNC:29644	0	 0.113
GDF1	HGNC:4214	0	 0.088
GDF10	HGNC:4215	0	 0.102
GDF11	HGNC:4216	0	 0.098
GDF15	HGNC:30142	0	 0.127
GDF2	HGNC:4217	0	 0.088
GDF3	HGNC:4218	0	 0.095
GDF5	HGNC:4220	0	 0.111
GDF6	HGNC:4221	0	 0.095
GDF7	HGNC:4222	0	 0.091
GDF9	HGNC:4224	0	 0.096
GDI1	HGNC:4226	0	 0.111
GDI2	HGNC:4227	0	 0.120
GDNF	HGNC:4232	0	 0.118
GDPD1	HGNC:20883	0	 0.101
GDPD2	HGNC:25974	0	 0.098
GDPD3	HGNC:28638	0	 0.099
GDPD4	HGNC:24849	0	 0.084
GDPD5	HGNC:28804	0	 0.103
GDPGP1	HGNC:34360	0	 0.084
GEM	HGNC:4234	0	 0.150
GEMIN2	HGNC:10884	0	 0.100
GEMIN4	HGNC:15717	0	 0.105
GEMIN5	HGNC:20043	0	 0.100
GEMIN6	HGNC:20044	0	 0.098
GEMIN7	HGNC:20045	0	 0.102
GEMIN8	HGNC:26044	0	 0.096
GEN1	HGNC:26881	0	 0.095
GET4	HGNC:21690	0	 0.092
GFAP	HGNC:4235	0	 0.116
GFER	HGNC:4236	0	 0.096
GFI1	HGNC:4237	0	 0.129
GFI1B	HGNC:4238	0	 0.111
GFM1	HGNC:13780	0	 0.094
GFM2	HGNC:29682	0	 0.091
GFOD1	HGNC:21096	0	 0.104
GFOD2	HGNC:28159	0	 0.091
GFPT1	HGNC:4241	0	 0.110
GFPT2	HGNC:4242	0	 0.123
GFRA1	HGNC:4243	0	 0.123
GFRA2	HGNC:4244	0	 0.107
GFRA3	HGNC:4245	0	 0.103
GFRA4	HGNC:13821	0	 0.089
GFRAL	HGNC:32789	0	 0.084
GFY	HGNC:44663	0	 0.082
GGA1	HGNC:17842	0	 0.114
GGA2	HGNC:16064	0	 0.127
GGA3	HGNC:17079	0	 0.102
GGACT	HGNC:25100	0	 0.090
GGCT	HGNC:21705	0	 0.101
GGCX	HGNC:4247	0	 0.104
GGH	HGNC:4248	0	 0.111
GGN	HGNC:18869	0	 0.092
GGNBP2	HGNC:19357	0	 0.107
GGPS1	HGNC:4249	0	 0.102
GGT1	HGNC:4250	0	 0.101
GGT2	HGNC:4251	0	 0.083
GGT5	HGNC:4260	0	 0.102
GGT6	HGNC:26891	0	 0.087
GGT7	HGNC:4259	0	 0.096
GGTLC1	HGNC:16437	0	 0.089
GGTLC2	HGNC:18596	0	 0.085
GGTLC3	HGNC:33426	0	 0.082
GH1	HGNC:4261	0	 0.132
GH2	HGNC:4262	0	 0.123
GHDC	HGNC:24438	0	 0.090
GHITM	HGNC:17281	0	 0.104
GHR	HGNC:4263	0	 0.196
GHRH	HGNC:4265	0	 0.103
GHRHR	HGNC:4266	0	 0.113
GHRL	HGNC:18129	0	 0.115
GHSR	HGNC:4267	0	 0.114
GID4	HGNC:28453	0	 0.098
GID8	HGNC:15857	0	 0.096
GIF	HGNC:4268	0	 0.094
GIGYF1	HGNC:9126	0	 0.092
GIGYF2	HGNC:11960	0	 0.105
GIMAP1	HGNC:23237	0	 0.097
GIMAP2	HGNC:21789	0	 0.091
GIMAP4	HGNC:21872	0	 0.115
GIMAP5	HGNC:18005	0	 0.107
GIMAP6	HGNC:21918	0	 0.106
GIMAP7	HGNC:22404	0	 0.099
GIMAP8	HGNC:21792	0	 0.094
GIMD1	HGNC:44141	0	 0.082
GIN1	HGNC:25959	0	 0.091
GINM1	HGNC:21074	0	 0.099
GINS1	HGNC:28980	0	 0.106
GINS2	HGNC:24575	0	 0.100
GINS3	HGNC:25851	0	 0.096
GINS4	HGNC:28226	0	 0.096
GIP	HGNC:4270	0	 0.103
GIPC1	HGNC:1226	0	 0.113
GIPC2	HGNC:18177	0	 0.100
GIPC3	HGNC:18183	0	 0.088
GIPR	HGNC:4271	0	 0.108
GIT1	HGNC:4272	0	 0.113
GIT2	HGNC:4273	0	 0.140
GJA1	HGNC:4274	0	 0.173
GJA10	HGNC:16995	0	 0.091
GJA3	HGNC:4277	0	 0.098
GJA4	HGNC:4278	0	 0.106
GJA5	HGNC:4279	0	 0.107
GJA8	HGNC:4281	0	 0.096
GJA9	HGNC:19155	0	 0.087
GJB1	HGNC:4283	0	 0.122
GJB2	HGNC:4284	0	 0.115
GJB3	HGNC:4285	0	 0.106
GJB4	HGNC:4286	0	 0.094
GJB5	HGNC:4287	0	 0.108
GJB6	HGNC:4288	0	 0.100
GJB7	HGNC:16690	0	 0.084
GJC1	HGNC:4280	0	 0.101
GJC2	HGNC:17494	0	 0.098
GJC3	HGNC:17495	0	 0.085
GJD2	HGNC:19154	1	 0.172
GJD3	HGNC:19147	0	 0.092
GJD4	HGNC:23296	0	 0.089
GK	HGNC:4289	0	 0.125
GK2	HGNC:4291	0	 0.094
GK5	HGNC:28635	0	 0.090
GKAP1	HGNC:17496	0	 0.101
GKN1	HGNC:23217	0	 0.090
GKN2	HGNC:24588	0	 0.087
GLA	HGNC:4296	0	 0.134
GLB1	HGNC:4298	1	 0.323
GLB1L	HGNC:28129	0	 0.094
GLB1L2	HGNC:25129	0	 0.095
GLB1L3	HGNC:25147	0	 0.085
GLCCI1	HGNC:18713	0	 0.106
GLCE	HGNC:17855	0	 0.109
GLDC	HGNC:4313	0	 0.110
GLDN	HGNC:29514	0	 0.088
GLE1	HGNC:4315	0	 0.098
GLG1	HGNC:4316	0	 0.119
GLI1	HGNC:4317	0	 0.115
GLI2	HGNC:4318	0	 0.118
GLI3	HGNC:4319	0	 0.118
GLI4	HGNC:4320	0	 0.084
GLIPR1	HGNC:17001	0	 0.119
GLIPR1L1	HGNC:28392	0	 0.085
GLIPR1L2	HGNC:28592	0	 0.088
GLIPR2	HGNC:18007	0	 0.107
GLIS1	HGNC:29525	0	 0.100
GLIS2	HGNC:29450	0	 0.102
GLIS3	HGNC:28510	2	 0.475
GLMN	HGNC:14373	0	 0.119
GLO1	HGNC:4323	0	 0.116
GLOD4	HGNC:14111	0	 0.103
GLOD5	HGNC:33358	0	 0.085
GLP1R	HGNC:4324	0	 0.106
GLP2R	HGNC:4325	0	 0.108
GLRA1	HGNC:4326	0	 0.109
GLRA2	HGNC:4327	0	 0.115
GLRA3	HGNC:4328	0	 0.105
GLRA4	HGNC:31715	0	 0.084
GLRB	HGNC:4329	0	 0.111
GLRX	HGNC:4330	0	 0.141
GLRX2	HGNC:16065	0	 0.107
GLRX3	HGNC:15987	0	 0.106
GLRX5	HGNC:20134	0	 0.100
GLS	HGNC:4331	0	 0.117
GLS2	HGNC:29570	0	 0.113
GLT1D1	HGNC:26483	0	 0.087
GLT6D1	HGNC:23671	0	 0.172
GLT8D1	HGNC:24870	0	 0.101
GLT8D2	HGNC:24890	0	 0.099
GLTP	HGNC:24867	0	 0.103
GLTPD1	HGNC:28116	0	 0.098
GLTPD2	HGNC:33756	0	 0.084
GLTSCR1	HGNC:4332	0	 0.096
GLTSCR1L	HGNC:21111	0	 0.099
GLTSCR2	HGNC:4333	0	 0.106
GLUD1	HGNC:4335	0	 0.120
GLUD2	HGNC:4336	0	 0.094
GLUL	HGNC:4341	0	 0.120
GLYAT	HGNC:13734	0	 0.101
GLYATL1	HGNC:30519	0	 0.086
GLYATL2	HGNC:24178	0	 0.085
GLYATL3	HGNC:21349	0	 0.082
GLYCTK	HGNC:24247	0	 0.096
GLYR1	HGNC:24434	0	 0.098
GM2A	HGNC:4367	0	 0.118
GMCL1	HGNC:23843	0	 0.095
GMDS	HGNC:4369	0	 0.103
GMEB1	HGNC:4370	0	 0.099
GMEB2	HGNC:4371	0	 0.099
GMFB	HGNC:4373	0	 0.117
GMFG	HGNC:4374	0	 0.121
GMIP	HGNC:24852	0	 0.112
GML	HGNC:4375	0	 0.096
GMNC	HGNC:40049	0	 0.083
GMNN	HGNC:17493	0	 0.110
GMPPA	HGNC:22923	0	 0.094
GMPPB	HGNC:22932	0	 0.101
GMPR	HGNC:4376	0	 0.117
GMPR2	HGNC:4377	0	 0.100
GMPS	HGNC:4378	0	 0.113
GNA11	HGNC:4379	0	 0.121
GNA12	HGNC:4380	1	 0.376
GNA13	HGNC:4381	0	 0.147
GNA14	HGNC:4382	0	 0.118
GNA15	HGNC:4383	0	 0.133
GNAI1	HGNC:4384	0	 0.149
GNAI2	HGNC:4385	0	 0.141
GNAI3	HGNC:4387	0	 0.135
GNAL	HGNC:4388	0	 0.112
GNAO1	HGNC:4389	0	 0.129
GNAQ	HGNC:4390	0	 0.157
GNAS	HGNC:4392	0	 0.156
GNAT1	HGNC:4393	0	 0.104
GNAT2	HGNC:4394	1	 0.181
GNAT3	HGNC:22800	0	 0.087
GNAZ	HGNC:4395	0	 0.118
GNB1	HGNC:4396	0	 0.142
GNB1L	HGNC:4397	0	 0.093
GNB2	HGNC:4398	0	 0.129
GNB2L1	HGNC:4399	0	 0.112
GNB3	HGNC:4400	0	 0.113
GNB4	HGNC:20731	0	 0.119
GNB5	HGNC:4401	0	 0.118
GNE	HGNC:23657	0	 0.110
GNG10	HGNC:4402	0	 0.115
GNG11	HGNC:4403	0	 0.138
GNG12	HGNC:19663	0	 0.135
GNG13	HGNC:14131	0	 0.099
GNG2	HGNC:4404	0	 0.113
GNG3	HGNC:4405	0	 0.111
GNG4	HGNC:4407	0	 0.123
GNG5	HGNC:4408	0	 0.113
GNG7	HGNC:4410	0	 0.120
GNG8	HGNC:19664	0	 0.102
GNGT1	HGNC:4411	0	 0.108
GNGT2	HGNC:4412	0	 0.114
GNL1	HGNC:4413	0	 0.113
GNL2	HGNC:29925	0	 0.105
GNL3	HGNC:29931	0	 0.226
GNL3L	HGNC:25553	0	 0.092
GNLY	HGNC:4414	0	 0.113
GNMT	HGNC:4415	0	 0.106
GNPAT	HGNC:4416	0	 0.109
GNPDA1	HGNC:4417	0	 0.110
GNPDA2	HGNC:21526	1	 0.172
GNPNAT1	HGNC:19980	0	 0.099
GNPTAB	HGNC:29670	0	 0.104
GNPTG	HGNC:23026	0	 0.095
GNRH1	HGNC:4419	0	 0.106
GNRH2	HGNC:4420	0	 0.107
GNRHR	HGNC:4421	0	 0.113
GNS	HGNC:4422	0	 0.132
GOLGA1	HGNC:4424	0	 0.099
GOLGA2	HGNC:4425	0	 0.105
GOLGA3	HGNC:4426	0	 0.106
GOLGA4	HGNC:4427	0	 0.118
GOLGA5	HGNC:4428	0	 0.104
GOLGA6A	HGNC:13567	0	 0.088
GOLGA6B	HGNC:32205	0	 0.086
GOLGA6C	HGNC:32206	0	 0.082
GOLGA6D	HGNC:32204	0	 0.082
GOLGA6L1	HGNC:37444	0	 0.082
GOLGA6L18	HGNC:49415	0	 0.082
GOLGA6L19	HGNC:49416	0	 0.082
GOLGA6L2	HGNC:26695	0	 0.086
GOLGA6L20	HGNC:49391	0	 0.082
GOLGA6L4	HGNC:27256	0	 0.082
GOLGA6L6	HGNC:37225	0	 0.082
GOLGA6L9	HGNC:37229	0	 0.086
GOLGA7	HGNC:24876	0	 0.106
GOLGA7B	HGNC:31668	0	 0.089
GOLGA8A	HGNC:31972	0	 0.109
GOLGA8B	HGNC:31973	0	 0.095
GOLGA8H	HGNC:37443	0	 0.090
GOLGA8J	HGNC:38650	0	 0.083
GOLGA8K	HGNC:38652	0	 0.083
GOLGA8M	HGNC:44404	0	 0.083
GOLGA8N	HGNC:44405	0	 0.082
GOLGA8O	HGNC:44406	0	 0.082
GOLGA8R	HGNC:44407	0	 0.082
GOLGB1	HGNC:4429	0	 0.104
GOLIM4	HGNC:15448	0	 0.098
GOLM1	HGNC:15451	0	 0.115
GOLPH3	HGNC:15452	0	 0.101
GOLPH3L	HGNC:24882	0	 0.108
GOLT1A	HGNC:24766	0	 0.090
GOLT1B	HGNC:20175	0	 0.105
GON4L	HGNC:25973	0	 0.094
GOPC	HGNC:17643	0	 0.105
GORAB	HGNC:25676	0	 0.092
GORASP1	HGNC:16769	0	 0.097
GORASP2	HGNC:17500	0	 0.106
GOSR1	HGNC:4430	0	 0.116
GOSR2	HGNC:4431	0	 0.106
GOT1	HGNC:4432	0	 0.117
GOT1L1	HGNC:28487	0	 0.089
GOT2	HGNC:4433	0	 0.116
GP1BA	HGNC:4439	0	 0.119
GP1BB	HGNC:4440	0	 0.105
GP2	HGNC:4441	0	 0.097
GP5	HGNC:4443	0	 0.107
GP6	HGNC:14388	0	 0.105
GP9	HGNC:4444	0	 0.110
GPA33	HGNC:4445	0	 0.111
GPAA1	HGNC:4446	0	 0.111
GPALPP1	HGNC:20298	0	 0.087
GPAM	HGNC:24865	0	 0.109
GPANK1	HGNC:13920	0	 0.094
GPAT2	HGNC:27168	0	 0.097
GPATCH1	HGNC:24658	0	 0.091
GPATCH11	HGNC:26768	0	 0.089
GPATCH2	HGNC:25499	0	 0.100
GPATCH2L	HGNC:20210	0	 0.096
GPATCH3	HGNC:25720	0	 0.089
GPATCH4	HGNC:25982	0	 0.094
GPATCH8	HGNC:29066	0	 0.099
GPBAR1	HGNC:19680	0	 0.090
GPBP1	HGNC:29520	0	 0.109
GPBP1L1	HGNC:28843	0	 0.097
GPC1	HGNC:4449	0	 0.118
GPC2	HGNC:4450	0	 0.095
GPC3	HGNC:4451	0	 0.126
GPC4	HGNC:4452	0	 0.130
GPC5	HGNC:4453	0	 0.110
GPC6	HGNC:4454	0	 0.102
GPCPD1	HGNC:26957	0	 0.107
GPD1	HGNC:4455	0	 0.114
GPD1L	HGNC:28956	0	 0.111
GPD2	HGNC:4456	0	 0.115
GPER1	HGNC:4485	0	 0.113
GPHA2	HGNC:18054	0	 0.089
GPHB5	HGNC:18055	0	 0.089
GPHN	HGNC:15465	0	 0.108
GPI	HGNC:4458	0	 0.111
GPIHBP1	HGNC:24945	0	 0.087
GPKOW	HGNC:30677	0	 0.094
GPLD1	HGNC:4459	0	 0.101
GPM6A	HGNC:4460	0	 0.120
GPM6B	HGNC:4461	0	 0.122
GPN1	HGNC:17030	0	 0.099
GPN2	HGNC:25513	0	 0.096
GPN3	HGNC:30186	0	 0.097
GPNMB	HGNC:4462	0	 0.126
GPR1	HGNC:4463	0	 0.105
GPR101	HGNC:14963	0	 0.089
GPR107	HGNC:17830	0	 0.099
GPR108	HGNC:17829	0	 0.089
GPR110	HGNC:18990	0	 0.098
GPR111	HGNC:18991	0	 0.088
GPR112	HGNC:18992	0	 0.090
GPR113	HGNC:18989	0	 0.089
GPR114	HGNC:19010	0	 0.096
GPR115	HGNC:19011	0	 0.092
GPR116	HGNC:19030	0	 0.099
GPR119	HGNC:19060	0	 0.088
GPR12	HGNC:4466	0	 0.105
GPR123	HGNC:13838	0	 0.092
GPR124	HGNC:17849	0	 0.104
GPR125	HGNC:13839	0	 0.103
GPR126	HGNC:13841	0	 0.111
GPR128	HGNC:19241	0	 0.088
GPR132	HGNC:17482	0	 0.101
GPR133	HGNC:19893	0	 0.094
GPR135	HGNC:19991	0	 0.094
GPR137	HGNC:24300	0	 0.090
GPR137B	HGNC:11862	0	 0.121
GPR137C	HGNC:25445	0	 0.085
GPR139	HGNC:19995	0	 0.086
GPR141	HGNC:19997	0	 0.083
GPR142	HGNC:20088	0	 0.084
GPR143	HGNC:20145	0	 0.113
GPR144	HGNC:18651	0	 0.092
GPR146	HGNC:21718	0	 0.094
GPR148	HGNC:23623	0	 0.082
GPR149	HGNC:23627	0	 0.083
GPR15	HGNC:4469	0	 0.108
GPR150	HGNC:23628	0	 0.090
GPR151	HGNC:23624	0	 0.083
GPR152	HGNC:23622	0	 0.086
GPR153	HGNC:23618	0	 0.097
GPR155	HGNC:22951	0	 0.096
GPR156	HGNC:20844	0	 0.087
GPR157	HGNC:23687	0	 0.094
GPR158	HGNC:23689	0	 0.090
GPR160	HGNC:23693	0	 0.096
GPR161	HGNC:23694	0	 0.095
GPR162	HGNC:16693	0	 0.095
GPR17	HGNC:4471	0	 0.109
GPR171	HGNC:30057	0	 0.117
GPR173	HGNC:18186	0	 0.094
GPR174	HGNC:30245	0	 0.090
GPR176	HGNC:32370	0	 0.102
GPR179	HGNC:31371	0	 0.087
GPR18	HGNC:4472	0	 0.131
GPR180	HGNC:28899	0	 0.095
GPR182	HGNC:13708	0	 0.099
GPR183	HGNC:3128	0	 0.144
GPR19	HGNC:4473	0	 0.104
GPR20	HGNC:4475	0	 0.097
GPR21	HGNC:4476	0	 0.098
GPR22	HGNC:4477	0	 0.099
GPR25	HGNC:4480	0	 0.095
GPR26	HGNC:4481	0	 0.089
GPR27	HGNC:4482	0	 0.098
GPR3	HGNC:4484	0	 0.117
GPR31	HGNC:4486	0	 0.096
GPR32	HGNC:4487	0	 0.092
GPR33	HGNC:4489	0	 0.084
GPR34	HGNC:4490	0	 0.099
GPR35	HGNC:4492	1	 1.332
GPR37	HGNC:4494	0	 0.124
GPR37L1	HGNC:14923	0	 0.096
GPR39	HGNC:4496	0	 0.105
GPR4	HGNC:4497	0	 0.104
GPR42	HGNC:4500	0	 0.088
GPR45	HGNC:4503	0	 0.100
GPR50	HGNC:4506	0	 0.104
GPR52	HGNC:4508	0	 0.092
GPR55	HGNC:4511	0	 0.096
GPR56	HGNC:4512	0	 0.123
GPR6	HGNC:4515	0	 0.098
GPR61	HGNC:13300	0	 0.089
GPR62	HGNC:13301	0	 0.086
GPR63	HGNC:13302	0	 0.094
GPR64	HGNC:4516	0	 0.100
GPR65	HGNC:4517	2	 1.034
GPR68	HGNC:4519	0	 0.115
GPR75	HGNC:4526	0	 0.097
GPR78	HGNC:4528	0	 0.084
GPR82	HGNC:4533	0	 0.086
GPR83	HGNC:4523	0	 0.100
GPR84	HGNC:4535	0	 0.099
GPR85	HGNC:4536	0	 0.105
GPR87	HGNC:4538	0	 0.096
GPR88	HGNC:4539	0	 0.099
GPR89A	HGNC:31984	0	 0.091
GPR89B	HGNC:13840	0	 0.087
GPR89C	HGNC:31985	0	 0.083
GPR97	HGNC:13728	0	 0.101
GPR98	HGNC:17416	0	 0.101
GPRASP1	HGNC:24834	0	 0.107
GPRASP2	HGNC:25169	0	 0.101
